Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,sentiment_label,sentiment_score
924271,2020-06-10 08:37:10+00:00,Shares of several technology companies are trading higher on continued volatility despite market weakness. The sector sold off recently as other sectors gained amid US economic reopening and appears to be rebounding.,NVDA,https://www.benzinga.com/wiim/20/06/16224173/shares-of-several-technology-companies-are-trading-higher-on-continued-volatility-despite-market-wea,Benzinga Newsdesk,,,,,,,positive,0.9556882381439208
924272,2020-06-10 08:12:25+00:00,Afternoon Market Stats in 5 Minutes,NVDA,https://www.benzinga.com/markets/20/06/16223572/afternoon-market-stats-in-5-minutes,Benzinga Insights,,,,,,,neutral,0.909544825553894
924273,2020-06-10 06:22:11+00:00,Morning Market Stats in 5 Minutes,NVDA,https://www.benzinga.com/markets/20/06/16221744/morning-market-stats-in-5-minutes,Benzinga Insights,,,,,,,neutral,0.9097254276275636
924274,2020-06-09 09:40:43+00:00,Shares of several technology companies are trading higher despite market weakness. The sector recently experienced some welling and appears to be rebounding following dip.,NVDA,https://www.benzinga.com/wiim/20/06/16214789/shares-of-several-technology-companies-are-trading-higher-despite-market-weakness-the-sector-recentl,Benzinga Newsdesk,,,,,,,positive,0.9570684432983398
924275,2020-06-08 08:30:29+00:00,Afternoon Market Stats in 5 Minutes,NVDA,https://www.benzinga.com/markets/20/06/16203190/afternoon-market-stats-in-5-minutes,Benzinga Insights,,,,,,,neutral,0.909544825553894
924276,2020-06-08 06:53:46+00:00,Shares of some technology companies are trading lower despite market strength. The sector has performed well this year to date and appears to be giving back some gains following run up.,NVDA,https://www.benzinga.com/wiim/20/06/16202647/shares-of-some-technology-companies-are-trading-lower-despite-market-strength-the-sector-has-perform,Benzinga Newsdesk,,,,,,,negative,0.91073876619339
924277,2020-06-08 05:47:06+00:00,Morning Market Stats in 5 Minutes,NVDA,https://www.benzinga.com/intraday-update/20/06/16201614/morning-market-stats-in-5-minutes,Benzinga Insights,,,,,,,neutral,0.9097254276275636
924278,2020-06-02 09:20:06+00:00,Why BofA Recommends Buying GPU Plays AMD and Nvidia,NVDA,https://www.benzinga.com/analyst-ratings/analyst-color/20/06/16159710/why-bofa-recommends-buying-gpu-plays-amd-and-nvidia,Shanthi Rexaline,,,,,,,neutral,0.9254459142684937
924279,2020-06-02 03:14:40+00:00,"Cramer Weighs In On Ciena, Harley-Davidson And More",NVDA,https://www.benzinga.com/media/20/06/16156600/cramer-weighs-in-on-ciena-harley-davidson-and-more,Craig Jones,,,,,,,negative,0.6015482544898987
924280,2020-05-31 07:05:12+00:00,Semiconductor Industry to Lobby for Billions to Boost U.S. Manufacturing,NVDA,https://www.benzinga.com/news/20/05/16146018/semiconductor-industry-to-lobby-for-billions-to-boost-u-s-manufacturing,Charles Gross,,,,,,,positive,0.8577733039855957
