Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,sentiment_label,sentiment_score
566579,2020-06-10 11:25:13+00:00,"Facebook, Snap Analyst Projects Q2 Revenue Upside For Social Media Stocks",GOOGL,https://www.benzinga.com/analyst-ratings/analyst-color/20/06/16223516/facebook-snap-analyst-projects-q2-revenue-upside-for-social-media-stocks,Shanthi Rexaline,,,,,,,positive,0.6898430585861206
566580,2020-06-09 20:28:00+00:00,"Twitter, Square Will Mark Juneteenth As Holiday To Honor African-American Culture",GOOGL,https://www.benzinga.com/news/20/06/16218441/twitter-square-will-mark-juneteenth-as-holiday-to-honor-african-american-culture,Shivdeep Dhaliwal,,,,,,,neutral,0.8918521404266357
566581,2020-06-08 23:51:41+00:00,"Google Maps To Offer Relevant Local COVID-19 Information For Public Transport, Driving And Testing Centers",GOOGL,https://www.benzinga.com/news/20/06/16208274/google-maps-to-offer-relevant-local-covid-19-information-for-public-transport-driving-and-testing-ce,Shivdeep Dhaliwal,,,,,,,neutral,0.8284735083580017
566582,2020-06-08 07:25:53+00:00,"Starting This Week, Testing Center Alerts Will Be Available On Google Maps In U.S.; New Google Maps Features Alert You Of Important COVID-19 Information And Help User Avoid Crowds On Public Transit",GOOGL,https://www.benzinga.com/news/20/06/16202989/starting-this-week-testing-center-alerts-will-be-available-on-google-maps-in-u-s-new-google-maps-fea,Benzinga Newsdesk,,,,,,,neutral,0.8524361848831177
566583,2020-06-07 10:29:27+00:00,'A New Business Cycle': Stock Market Update For The Week Ahead,GOOGL,https://www.benzinga.com/news/20/06/16198139/a-new-business-cycle-stock-market-update-for-the-week-ahead,Renato Capelj,,,,,,,neutral,0.904970407485962
566584,2020-06-05 09:28:27+00:00,CNBC Publishes Article Titled: States are Leaning Toward a Push to Break Up Google's Ad Tech Business,GOOGL,https://www.benzinga.com/news/20/06/16192444/cnbc-publishes-article-titled-states-are-leaning-toward-a-push-to-break-up-googles-ad-tech-business,Luke J Jacobi,,,,,,,positive,0.5573364496231079
566585,2020-06-05 08:53:32+00:00,Congress Is Stepping Up Its Efforts To Kill Payday Loans,GOOGL,https://www.benzinga.com/fintech/20/06/15947207/congress-is-stepping-up-its-efforts-to-kill-payday-loans,Spencer Israel,,,,,,,negative,0.5739551186561584
566586,2020-06-05 01:06:43+00:00,Twitter Takes Down Trump Campaign's Video Tribute To George Floyd For Violating Copyright,GOOGL,https://www.benzinga.com/news/20/06/16186967/twitter-takes-down-trump-campaigns-video-tribute-to-george-floyd-for-violating-copyright,Neer Varshney,,,,,,,negative,0.8593189716339111
566587,2020-06-04 09:08:37+00:00,UPDATE: Chinese Government-Linked Hackers Recently Attempted To Break Into Presidential Candidate Joe Biden,GOOGL,https://www.benzinga.com/news/20/06/16182477/update-chinese-government-linked-hackers-recently-attempted-to-break-into-presidential-candidate-joe,Benzinga Newsdesk,,,,,,,negative,0.8533250093460083
566588,2020-06-04 09:07:04+00:00,Iranian Government-Linked Hackers Recently Attempted To break Into U.S. President Trump's Campaign Staff Email Accounts,GOOGL,https://www.benzinga.com/news/20/06/16182469/iranian-government-linked-hackers-recently-attempted-to-break-into-u-s-president-trumps-campaign-sta,Benzinga Newsdesk,,,,,,,negative,0.7883484959602356
566589,2020-06-02 00:00:00+00:00,MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition,GOOGL,https://www.benzinga.com/m-a/20/06/16156730/moneygram-shares-jump-50-as-western-union-reportedly-looks-for-acquisition,Neer Varshney,,,,,,,positive,0.8697507977485657
566590,2020-06-01 00:00:00+00:00,The First Week of June Is All About the May's Jobs Report,GOOGL,https://www.benzinga.com/news/earnings/20/06/16150870/the-first-week-of-june-is-all-about-the-mays-jobs-report,IAM Newswire,,,,,,,neutral,0.7398216724395752
566591,2020-06-01 00:00:00+00:00,The 'Real' S&P 500 And Why The Current Rally Makes Sense,GOOGL,https://www.benzinga.com/opinion/20/06/16147738/the-real-s-p-500-why-the-current-rally-makes-sense,Eric Mancini,,,,,,,neutral,0.9074739813804626
566592,2020-06-01 00:00:00+00:00,"UK Supply Chain Startup Beacon Raises $15M From Amazon CEO, Others",GOOGL,https://www.benzinga.com/news/20/06/16146470/uk-supply-chain-startup-beacon-raises-15m-from-amazon-ceo-others,Neer Varshney,,,,,,,positive,0.6766189336776733
566593,2020-05-29 00:00:00+00:00,'DOJ has interviewed multiple Google competitors as it weighs bringing an antitrust case against $GOOGL. The focus of the case is unclear but requests for information have touched on Google's search function and ad tech...' -Tweet From FOX's Gasparino,GOOGL,https://www.benzinga.com/news/20/05/16140154/doj-has-interviewed-multiple-google-competitors-as-it-weighs-bringing-an-antitrust-case-against-goog,Benzinga Newsdesk,,,,,,,neutral,0.8978772163391113
566594,2020-05-29 00:00:00+00:00,"Fitbit Shares Fall To Session Low As Hearing MLEX Reporting Google's Offer Is Under Probe By Texas Attorney General, Other States",GOOGL,https://www.benzinga.com/m-a/20/05/16138851/fitbit-shares-fall-to-session-low-as-hearing-mlex-reporting-googles-offer-is-under-probe-by-texas-at,Benzinga Newsdesk,,,,,,,negative,0.9599677324295044
566595,2020-05-29 00:00:00+00:00,'Google Rescinds Offers to Thousands of Contract Workers' -NY Times,GOOGL,https://www.benzinga.com/news/20/05/16136963/google-rescinds-offers-to-thousands-of-contract-workers-ny-times,Benzinga Newsdesk,,,,,,,negative,0.7173819541931152
566596,2020-05-29 00:00:00+00:00,'Google Rescinds Offers to Thousands of Contract Workers' -NY Times,GOOGL,https://www.benzinga.com/news/20/05/16136962/google-rescinds-offers-to-thousands-of-contract-workers-ny-times,Benzinga Newsdesk,,,,,,,negative,0.7173819541931152
566597,2020-05-29 00:00:00+00:00,Trump Signs Executive Order To End Social Media Legal Immunity For Third-Party Content,GOOGL,https://www.benzinga.com/government/20/05/16134674/trump-signs-executive-order-to-end-social-media-legal-immunity-for-third-party-content,Neer Varshney,,,,,,,negative,0.6630569100379944
566598,2020-05-28 00:00:00+00:00,"Trump Says Will Host Press Event In ~20 Mins, Would Indicate Around 3:40 p.m. EDT",GOOGL,https://www.benzinga.com/news/20/05/16131372/trump-says-will-host-press-event-in-20-mins-would-indicate-around-3-40-p-m-edt,Benzinga Newsdesk,,,,,,,neutral,0.9466539025306702
566599,2020-05-28 00:00:00+00:00,"'Executive order on social media should be issued by 5pm today, says @PressSec.' -Tweet From Voice Of America's Steve Herman",GOOGL,https://www.benzinga.com/news/20/05/16130869/executive-order-on-social-media-should-be-issued-by-5pm-today-says-presssec-tweet-from-voice-of-amer,Benzinga Newsdesk,,,,,,,neutral,0.9141288995742798
566600,2020-05-28 00:00:00+00:00,'Google explores 5% stake in Vodafone Idea' -LightReading Report,GOOGL,https://www.benzinga.com/news/20/05/16130413/google-explores-5-stake-in-vodafone-idea-lightreading-report,Benzinga Newsdesk,,,,,,,neutral,0.9181329607963562
566601,2020-05-28 00:00:00+00:00,Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies,GOOGL,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16128213/trumps-executive-order-to-expose-social-media-to-lawsuits-over-content-policies,Elizabeth Balboa,,,,,,,negative,0.8396843671798706
566602,2020-05-28 00:00:00+00:00,'This will be a Big Day for Social Media and FAIRNESS!' -Trump Tweet,GOOGL,https://www.benzinga.com/news/20/05/16126705/this-will-be-a-big-day-for-social-media-and-fairness-trump-tweet,Benzinga Newsdesk,,,,,,,neutral,0.8635027408599854
566603,2020-05-28 00:00:00+00:00,"Tech Companies Aren't 'State Actors,' Judge Dismisses Conservative Bias Lawsuit Against Facebook, Twitter, Google, Apple",GOOGL,https://www.benzinga.com/news/20/05/16124533/tech-companies-arent-state-actors-judge-dismisses-conservative-bias-lawsuit-against-facebook-twitter,Neer Varshney,,,,,,,negative,0.8603073358535767
566604,2020-05-28 00:00:00+00:00,'Google Explores Vodafone Idea Stake as Part of India Push' -FT Article,GOOGL,https://www.benzinga.com/m-a/20/05/16125268/google-explores-vodafone-idea-stake-as-part-of-india-push,Charles Gross,,,,,,,neutral,0.8630542755126953
566605,2020-05-28 00:00:00+00:00,Arizona Alleges Consumer Fraud In Lawsuit Against Google,GOOGL,https://www.benzinga.com/news/20/05/16124236/arizona-alleges-consumer-fraud-in-lawsuit-against-google,Shivdeep Dhaliwal,,,,,,,negative,0.8351501226425171
566606,2020-05-27 00:00:00+00:00,"Amazon Is Serious About Self-Driving Technology, Eyeing Multi-Billion Dollar Acquisition",GOOGL,https://www.benzinga.com/news/20/05/16118269/amazon-is-serious-about-self-driving-technology-eyeing-multi-billion-dollar-acquisition,FreightWaves,,,,,,,neutral,0.7823665738105774
