Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,sentiment_label,sentiment_score
6680,2020-06-10 07:33:26+00:00,Tech Stocks And FAANGS Strong Again To Start Day As Market Awaits Fed,AAPL,https://www.benzinga.com/government/20/06/16223418/tech-stocks-and-faangs-strong-again-to-start-day-as-market-awaits-fed,JJ Kinahan,,,,,,,positive,0.8658882975578308
6681,2020-06-10 04:14:08+00:00,10 Biggest Price Target Changes For Wednesday,AAPL,https://www.benzinga.com/analyst-ratings/price-target/20/06/16220539/10-biggest-price-target-changes-for-wednesday,Lisa Levin,,,,,,,neutral,0.8142687678337097
6682,2020-06-10 03:53:47+00:00,"Benzinga Pro's Top 5 Stocks To Watch For Wed., Jun. 10, 2020: AAPL, BAC, NIO, SONO, GLW",AAPL,https://www.benzinga.com/short-sellers/20/06/16220099/benzinga-pros-top-5-stocks-to-watch-for-wed-jun-10-2020-aapl-bac-nio-sono-glw,Benzinga Newsdesk,,,,,,,neutral,0.933909833431244
6683,2020-06-10 03:19:25+00:00,"Deutsche Bank Maintains Buy on Apple, Raises Price Target to $350",AAPL,https://www.benzinga.com/news/20/06/16219873/deutsche-bank-maintains-buy-on-apple-raises-price-target-to-350,Benzinga Newsdesk,,,,,,,positive,0.7484009861946106
6684,2020-06-10 02:27:11+00:00,"Apple To Let Users Trade In Their Mac Computers For Credit At US, Canada Stores: Report",AAPL,https://www.benzinga.com/news/20/06/16218697/apple-to-let-users-turn-in-their-mac-computers-for-credit-at-us-canada-stores-starting-this-month-re,Neer Varshney,,,,,,,neutral,0.9433277249336244
6685,2020-06-09 20:52:01+00:00,Big Tech Reaches New Record Heights At The Stock Market,AAPL,https://www.benzinga.com/news/20/06/16218615/big-tech-reaches-new-record-heights-at-the-stock-market,Neer Varshney,,,,,,,positive,0.8393880128860474
6686,2020-06-09 11:14:07+00:00,Why Apple's Stock Is Trading Higher Today,AAPL,https://www.benzinga.com/news/20/06/16215446/why-apples-stock-is-trading-higher-today,Tanzeel Akhtar,,,,,,,neutral,0.7581517696380615
6687,2020-06-09 09:58:46+00:00,Apple Could Announce In-House Chips For Macs At WWDC: Report,AAPL,https://www.benzinga.com/news/20/06/16214115/apple-could-announce-in-house-chips-for-macs-at-wwdc-report,Shanthi Rexaline,,,,,,,neutral,0.9237090349197388
6688,2020-06-09 08:41:02+00:00,"Apple shares are trading higher despite market weakness, not currently seeing company-specific news. It was reported the company is expected to begin iPhone 12 production in July.",AAPL,https://www.benzinga.com/wiim/20/06/16214320/apple-shares-are-trading-higher-despite-market-weakness-not-currently-seeing-company-specific-news-i,Benzinga Newsdesk,,,,,,,positive,0.8233761191368103
6689,2020-06-09 07:11:34+00:00,"Sonos Shares Spike To Session High, Now Up 9.5%, As Citron's Andrew Left, Currently Interviewing On FOX Business, Said Co. Could Be Acquired By Apple Or Amazon",AAPL,https://www.benzinga.com/m-a/20/06/16213381/sonos-shares-spike-to-session-high-now-up-9-5-as-citrons-andrew-left-currently-interviewing-on-fox-b,Benzinga Newsdesk,,,,,,,positive,0.9316551685333252
6690,2020-06-02 00:00:00+00:00,'Apple is tracking iPhones stolen by looters' -Earlier NY Post Article,AAPL,https://www.benzinga.com/news/20/06/16161103/apple-is-tracking-iphones-stolen-by-looters-earlier-ny-post-article,Benzinga Newsdesk,,,,,,,negative,0.5176098346710205
6691,2020-06-02 00:00:00+00:00,MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition,AAPL,https://www.benzinga.com/m-a/20/06/16156730/moneygram-shares-jump-50-as-western-union-reportedly-looks-for-acquisition,Neer Varshney,,,,,,,positive,0.8697507977485657
6692,2020-06-02 00:00:00+00:00,"Hearing Susquehanna Check Suggests Total iPhone 12 Builds Tracking To 10M, Below Firm's Expectation Of 25M; Unconfirmed",AAPL,https://www.benzinga.com/analyst-ratings/analyst-color/20/06/16158083/hearing-susquehanna-check-suggests-total-iphone-12-builds-tracking-to-10m-below-fir,Benzinga Newsdesk,,,,,,,negative,0.8442270159721375
6693,2020-06-02 00:00:00+00:00,Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case,AAPL,https://www.benzinga.com/news/20/06/16156648/tesla-ceo-musk-says-other-three-officers-should-be-charged-in-floyds-murder-case,Neer Varshney,,,,,,,negative,0.5189882516860962
6694,2020-06-02 00:00:00+00:00,A Peek Into The Markets: US Stock Futures Up; Crude Oil Rises Over 2%,AAPL,https://www.benzinga.com/news/earnings/20/06/16157378/a-peek-into-the-markets-us-stock-futures-up-crude-oil-rises-over-2,Lisa Levin,,,,,,,positive,0.9393805265426636
6695,2020-06-02 00:00:00+00:00,"Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage",AAPL,https://www.benzinga.com/news/20/06/16156515/pepper-spray-books-on-racism-i-cant-breathe-merchandise-are-top-sellers-on-amazon-as-protests-rage,Neer Varshney,,,,,,,neutral,0.8817574977874756
6696,2020-06-01 00:00:00+00:00,Apple Cuts iPhone Prices in China To Push Sales As Country Reopens Economy,AAPL,https://www.benzinga.com/news/20/06/16156462/apple-cuts-iphone-prices-in-china-to-push-sales-as-country-reopens-economy,Shivdeep Dhaliwal,,,,,,,negative,0.9272864460945128
6697,2020-06-01 00:00:00+00:00,"Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive",AAPL,https://www.benzinga.com/news/20/06/16150247/gun-security-stocks-trade-higher-after-weekend-protests-turn-violent-and-destructive,Wayne Duggan,,,,,,,negative,0.5437845587730408
6698,2020-06-01 00:00:00+00:00,Carter Worth And Mike Khouw's Apple Trade,AAPL,https://www.benzinga.com/markets/options/20/06/16148745/carter-worth-and-mike-khouws-apple-trade,Craig Jones,,,,,,,neutral,0.9244071841239928
6699,2020-06-01 00:00:00+00:00,"Apple Pays Hacker From India $100,000 For Discovering Serious 'Sign In With Apple' Vulnerability",AAPL,https://www.benzinga.com/news/20/06/16146494/apple-pays-hacker-from-india-100-000-for-discovering-serious-sign-in-with-apple-vulnerability,Shivdeep Dhaliwal,,,,,,,neutral,0.8300718069076538
6700,2020-06-01 00:00:00+00:00,Volume Production of New iPhone Models to Begin in Q3 2020,AAPL,https://www.benzinga.com/news/20/06/16147117/volume-production-of-new-iphone-models-to-begin-in-q3-2020,Charles Gross,,,,,,,neutral,0.815152108669281
6701,2020-06-01 00:00:00+00:00,"Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone'",AAPL,https://www.benzinga.com/news/20/06/16146417/apple-ceo-writes-to-employees-about-george-floyd-death-urges-for-better-more-just-world-for-everyone,Shivdeep Dhaliwal,,,,,,,neutral,0.8509154915809631
