Date,Stock_symbol,Open,High,Low,Close,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized,AvgSentiment,AvgConfidence,HeadlineCount,Tomorrow_Close,TomorrowUp,SentimentEMA
2019-07-30,TSLA,15.526666641235352,16.224000930786133,15.478667259216309,16.150667190551758,121635000,0.0275268333899827,16.54800033569336,16.212100124359132,16.219604871578067,16.14065564863758,45.980666106717266,0.1826058416220846,0.3202920100467774,-0.1376861684246927,0.0378423224728129,0.6007282457770436,0.1428571428571428,0.9034480963434492,7.0,16.107332229614258,0,0.1428571428571428
2019-07-31,TSLA,16.200000762939453,16.44533348083496,15.776666641235352,16.107332229614258,137673000,-0.0026831684676686,16.45966682434082,16.268966722488404,16.199191663948284,16.13748198968298,45.57937595242208,0.1594145453781905,0.28811651711306,-0.1287019717348694,0.0377032827837128,0.5985210591386844,-1.0,0.6851475238800049,1.0,15.59000015258789,0,-0.2380952380952381
2019-08-01,TSLA,16.176666259765625,16.30066680908203,15.451333045959473,15.59000015258789,123892500,-0.03211780012057,16.328400230407716,16.265466737747193,16.088429570973666,16.08534086234059,40.98121891785546,0.0981593806906637,0.2501250898285808,-0.151965709137917,0.037202761105595,0.5905755238221059,-0.5,0.7817951738834381,2.0,15.62266731262207,1,-0.3253968253968254
2019-08-02,TSLA,15.423333168029783,15.751333236694336,15.281999588012695,15.62266731262207,92047500,0.0020953918995798,16.169466972351074,16.269600105285644,16.00374552400065,16.04127671474835,41.383345799235165,0.0516547444203645,0.2104310207469375,-0.1587762763265729,0.0371543353446349,0.5898067886988082,0.0,0.8687891960144043,1.0,15.221332550048828,0,-0.21693121693121697
2019-08-05,TSLA,15.30666732788086,15.424667358398438,15.052000045776367,15.221332550048828,105424500,-0.0256892600054915,15.987066841125488,16.262866735458374,15.861488619645773,15.963186794300777,37.96124065012512,-0.0173844786681396,0.1648679208639221,-0.1822523995320617,0.0375326877640805,0.595812947157564,-0.2,0.8056203842163085,5.0,15.383333206176758,1,-0.21128747795414465
2019-08-06,TSLA,15.458666801452637,15.5,15.050000190734863,15.383333206176758,83463000,0.010643000906475,15.790933418273926,16.265166759490967,15.774551271742316,15.90796264305087,40.11396291552733,-0.0583537950871821,0.1202235776737012,-0.1785773727608834,0.037601534502843,0.5969058552536239,1.0,0.7074243426322937,2.0,15.56133270263672,1,0.19247501469723685
2019-08-07,TSLA,15.100000381469728,15.571332931518556,15.053333282470703,15.56133270263672,71647500,0.0115709316098342,15.58120002746582,16.24683337211609,15.73578425917766,15.874950267773333,42.47586390027561,-0.0755878718222504,0.0810612877745109,-0.1566491595967613,0.0366525271950115,0.5818408312801948,0.5,0.7415764629840851,4.0,15.886667251586914,1,0.2949833431314912
2019-08-08,TSLA,15.630000114440918,15.986666679382324,15.510000228881836,15.886667251586914,79114500,0.0209065994003887,15.644400024414065,16.24583339691162,15.763217530524797,15.876066170993674,46.61979428354255,-0.0622763397545842,0.0523937622686918,-0.1146701020232761,0.0369613501729762,0.5867432440732163,1.0,0.9481791257858276,1.0,15.667332649230955,0,0.5299888954209941
2019-08-09,TSLA,15.736666679382324,15.93066692352295,15.587332725524902,15.667332649230955,58473000,-0.013806206102419,15.690866565704344,16.21226668357849,15.745783915744097,15.856186787968651,44.30264684406104,-0.068634152256978,0.0281881793635579,-0.0968223316205359,0.0365466902045638,0.580160721142778,0.0,0.9308316111564636,1.0,15.267333030700684,0,0.3533259302806628
2019-08-12,TSLA,15.53266716003418,15.718000411987305,15.25,15.267333030700684,69958500,-0.0255308052420719,15.645799827575685,16.13063335418701,15.658792845736205,15.800105477752656,40.36261509656654,-0.1047419902854063,0.001602145433765,-0.1063441357191713,0.0359092587744366,0.5700418108909411,-0.5,0.7938653230667114,2.0,15.666666984558104,1,0.0688839535204419
