Date,Stock_symbol,Open,High,Low,Close,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized,AvgSentiment,AvgConfidence,HeadlineCount,Tomorrow_Close,TomorrowUp
2011-03-31,NVDA,0.423061576817547,0.4276401608218949,0.4148201146935155,0.4226036965847015,655112000,0.0005421045085483,0.4210011720657348,0.4247098281979561,0.4253414873251831,0.4305484300038309,40.7357345129621,-0.0091205961983111,-0.0124770915042861,0.0033564953059749,0.0313422378998936,0.497542602092052,0.0,0.0,0.0,0.4166515171527862,0
2011-04-01,NVDA,0.4280979761581467,0.428555829060259,0.410928260359595,0.4166515171527862,850072000,-0.014084541805995,0.422328969836235,0.4217795342206955,0.4237614927483836,0.4292249144942076,38.64803134904065,-0.009172078248238,-0.0118160888530765,0.0026440106048384,0.0313984861065062,0.4984355146903934,0.0,0.0,0.0,0.4017711579799652,0
2011-04-04,NVDA,0.4166515843783602,0.4177962304635817,0.3987950727002862,0.4017711579799652,924328000,-0.0357141605399803,0.4218482226133346,0.4184371709823608,0.4197632500632166,0.4266102710166607,33.9619682507124,-0.010294925278369,-0.011511856138135,0.001216930859766,0.0320551489971876,0.50885971491408,-0.5,0.935923546552658,2.0,0.4024578034877777,1
2011-04-05,NVDA,0.4077231790068229,0.4109281759538042,0.4015420705811364,0.4024578034877777,821076000,0.0017090462920854,0.4221458256244659,0.4161822110414505,0.4166168052313186,0.4243100360139099,34.35748947220817,-0.0110025525090065,-0.0114099954123093,0.0004074429033027,0.0308368796507917,0.4895202885913403,0.0,0.0,0.0,0.3997107744216919,0
2011-04-06,NVDA,0.4054340043964671,0.4058918573363465,0.3962768091463136,0.3997107744216919,856984000,-0.006825632506761,0.421344581246376,0.4142592042684555,0.4135429814477501,0.4219672491956034,33.49322241814589,-0.0116507123159572,-0.0114581387930389,-0.0001925735229183,0.0306089934418937,0.4859027071755474,0.0,0.7407199144363403,1.0,0.4143621921539306,1
2011-04-07,NVDA,0.400626441543319,0.4168804240154137,0.3990239427635165,0.4143621921539306,1021208000,0.0366550482744345,0.4187576711177826,0.4144652366638183,0.4136919288488738,0.4212429580487775,41.88942296629878,-0.0108569841140909,-0.0113379078572493,0.0004809237431583,0.0284786243157187,0.4520841457237727,1.0,0.94189190864563,1.0,0.4017711579799652,0
2011-04-08,NVDA,0.4175672903303313,0.4175672903303313,0.4006265118947437,0.4017711579799652,746552000,-0.0303865420455348,0.4162852376699447,0.4138929188251495,0.4115245159636176,0.4193885008993668,37.5071683184905,-0.0111158039571149,-0.0112934870772224,0.0001776831201075,0.0292679161482986,0.4646137651289387,-1.0,0.9494683742523192,1.0,0.3965056538581848,0
2011-04-11,NVDA,0.4033735281754341,0.4054339068449129,0.3921560110401295,0.3965056538581848,546208000,-0.0131057295109345,0.4117066442966461,0.4128856256604195,0.4087938137626298,0.4172091821335399,35.81954122401797,-0.011611947422679,-0.0113571791463137,-0.0002547682763652,0.0293009617311183,0.4651383474933587,0.0,0.0,0.0,0.397650271654129,1
2011-04-12,NVDA,0.3926138362999135,0.4003974157300188,0.3852880823768677,0.397650271654129,840756000,0.0028867628615292,0.4075858950614929,0.4125536695122719,0.4067677151974478,0.4153464287545484,36.48853116663848,-0.0117770253857928,-0.0114411483942095,-0.0003358769915833,0.0285827309083048,0.4537367866467233,0.0,0.8392183184623718,2.0,0.4065786302089691,1
2011-04-13,NVDA,0.4017711063525968,0.4090968348985593,0.3967346696829046,0.4065786302089691,749588000,0.0224527912874303,0.4060062855482101,0.4128169372677803,0.4067333361086335,0.4145114003216361,41.60194526761124,-0.0110599151259001,-0.0113649017405476,0.0003049866146475,0.0289778556548601,0.4600091975441201,0.0,0.0,0.0,0.4237482249736786,1
2011-04-14,NVDA,0.4029156626198069,0.4239771650265586,0.4006263712530301,0.4237482249736786,1254704000,0.0422294569586325,0.4061207383871078,0.4135609552264213,0.4098269522659144,0.4153910979075449,49.94754081617593,-0.0090023834011536,-0.0108923980726688,0.0018900146715152,0.0301812988378902,0.4791132658198819,0.0,0.9093146920204164,1.0,0.4283270239830017,1
2011-04-15,NVDA,0.4205434135273939,0.4335924019078651,0.4184830340139163,0.4283270239830017,969720000,0.0108054706532576,0.4072882890701294,0.4148086294531822,0.4131906016690211,0.4166230908671122,51.92083610051717,-0.0069225055374188,-0.0100984195656188,0.0031759140282,0.0300059085217987,0.4763290308673987,0.0,0.0,0.0,0.4141334295272827,0
2011-04-18,NVDA,0.4182541616628563,0.4210013073230652,0.4074944646170473,0.4141334295272827,743584000,-0.0331372845069011,0.4085245162248611,0.4151863694190979,0.4133620249159778,0.4163859802633189,45.8822303742645,-0.006346335195776,-0.0093480026916503,0.0030016674958742,0.0310676915705974,0.4931843142279515,0.0,0.8990111947059631,2.0,0.4125306308269501,0
2011-04-19,NVDA,0.4143620417445053,0.4159645672331171,0.4013130888591705,0.4125306308269501,659860000,-0.0038702470895966,0.4095317989587784,0.4158388122916222,0.4132108623543363,0.4160188041265219,45.242331643535344,-0.0059504553635094,-0.0086684932260221,0.0027180378625126,0.0307815864851746,0.4886425367987928,0.0,0.0,0.0,0.4251218438148498,1
2011-04-20,NVDA,0.4276400754306053,0.4338211571441321,0.4182539691797071,0.4251218438148498,650516000,0.0305218862479608,0.4120729058980942,0.4167087435722351,0.4153764953471569,0.416885760287315,51.021263544406914,-0.0045680543977301,-0.0078484054603637,0.0032803510626335,0.0311727885226971,0.4948526766207917,0.0,0.0,0.0,0.4239773750305176,0
2011-04-21,NVDA,0.4297006062822837,0.4324477791155468,0.4230616689464427,0.4239773750305176,421300000,-0.0026920959272811,0.4130344241857528,0.4158960476517677,0.4169402916532225,0.4175611521676201,50.49957486063296,-0.0035242157731748,-0.0069835675229259,0.0034593517497511,0.0253329477464437,0.4021480782797064,0.0,0.0,0.0,0.430616170167923,1
2011-04-25,NVDA,0.4258086468924554,0.4377129577525316,0.425579706816287,0.430616170167923,619612000,0.0156583712442852,0.4159189254045486,0.4161020815372467,0.4194268150195316,0.418804487215268,53.47157327500777,-0.0021366409905743,-0.0060141822164556,0.0038775412258812,0.0246051856777131,0.3905952135947831,0.0,0.0,0.0,0.4418337047100067,1
2011-04-26,NVDA,0.4342790366888851,0.4461833752872631,0.4299293934021382,0.4418337047100067,676000000,0.0260499612397493,0.4204517304897308,0.4160791873931885,0.4235007949632544,0.4209977460242907,58.054261588965566,-0.0001303145052302,-0.0048374086742105,0.0047070941689803,0.0238643001520305,0.3788340204892417,1.0,0.9183583855628968,1.0,0.4418337047100067,0
2011-04-27,NVDA,0.4441230236862798,0.4441230236862798,0.4326765379669525,0.4418337047100067,450004000,0.0,0.4248700737953186,0.4162279844284057,0.4268340512808456,0.4229821230419779,58.054261588965566,0.0014430787753695,-0.0035813111842945,0.0050243899596641,0.0237906531477648,0.3776649105406903,0.0,0.9327644407749176,2.0,0.4466412365436554,1
2011-04-28,NVDA,0.4418337129971767,0.4555694906599,0.4367972766521338,0.4466412365436554,684000000,0.0108808626014713,0.4288763344287872,0.4174413099884987,0.4304353576922656,0.4252353719468996,60.01187578053768,0.0030428557793742,-0.0022564777915607,0.005299333570935,0.0221068226426674,0.3509349299418594,0.0,0.9135600129763284,3.0,0.4578587114810943,1
2011-04-29,NVDA,0.449617251617898,0.467931582611218,0.4489304587475473,0.4578587114810943,836000000,0.0251151797452595,0.4322873830795288,0.4192040607333183,0.4354214220175071,0.4283423566644419,64.20916342559782,0.0051564072073858,-0.0007739007917714,0.0059303079991573,0.0226378286264108,0.3593643886078917,0.0,0.8771597146987915,1.0,0.4516776800155639,0
