Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,Volatility_20,Volatility_20_annualized
2011-03-31,NVDA,0.423061576817547,0.4276401608218949,0.4148201146935155,0.4226036965847015,655112000,0.0005421045085483023,0.42100117206573484,0.4247098281979561,0.4253414873251831,0.4305484300038309,40.7357345129621,-0.009120596198311126,-0.012477091504286119,0.003356495305974993,0.031342237899893675,0.497542602092052
2011-04-01,NVDA,0.4280979761581467,0.428555829060259,0.410928260359595,0.4166515171527862,850072000,-0.014084541805995054,0.422328969836235,0.4217795342206955,0.42376149274838365,0.42922491449420763,38.64803134904065,-0.00917207824823807,-0.01181608885307651,0.00264401060483844,0.031398486106506245,0.4984355146903934
2011-04-04,NVDA,0.4166515843783602,0.4177962304635817,0.3987950727002862,0.4017711579799652,924328000,-0.03571416053998033,0.42184822261333466,0.41843717098236083,0.41976325006321663,0.4266102710166607,33.9619682507124,-0.010294925278369005,-0.01151185613813501,0.0012169308597660047,0.032055148997187644,0.50885971491408
2011-04-05,NVDA,0.4077231790068229,0.4109281759538042,0.4015420705811364,0.4024578034877777,821076000,0.0017090462920854588,0.42214582562446595,0.4161822110414505,0.4166168052313186,0.42431003601390993,34.35748947220817,-0.011002552509006558,-0.01140999541230932,0.00040744290330276163,0.03083687965079179,0.4895202885913403
2011-04-06,NVDA,0.4054340043964671,0.4058918573363465,0.3962768091463136,0.3997107744216919,856984000,-0.006825632506761048,0.421344581246376,0.4142592042684555,0.4135429814477501,0.42196724919560347,33.49322241814589,-0.011650712315957268,-0.01145813879303891,-0.00019257352291835762,0.030608993441893773,0.48590270717554745
2011-04-07,NVDA,0.400626441543319,0.4168804240154137,0.3990239427635165,0.4143621921539306,1021208000,0.036655048274434554,0.4187576711177826,0.41446523666381835,0.4136919288488738,0.4212429580487775,41.88942296629878,-0.010856984114090917,-0.011337907857249313,0.00048092374315839535,0.02847862431571874,0.45208414572377276
2011-04-08,NVDA,0.4175672903303313,0.4175672903303313,0.4006265118947437,0.4017711579799652,746552000,-0.030386542045534815,0.41628523766994474,0.41389291882514956,0.41152451596361767,0.4193885008993668,37.5071683184905,-0.011115803957114923,-0.011293487077222435,0.00017768312010751214,0.029267916148298698,0.4646137651289387
2011-04-11,NVDA,0.4033735281754341,0.4054339068449129,0.3921560110401295,0.3965056538581848,546208000,-0.013105729510934583,0.4117066442966461,0.4128856256604195,0.40879381376262985,0.41720918213353997,35.81954122401797,-0.011611947422679014,-0.011357179146313751,-0.000254768276365263,0.029300961731118354,0.4651383474933587
2011-04-12,NVDA,0.3926138362999135,0.4003974157300188,0.3852880823768677,0.397650271654129,840756000,0.002886762861529224,0.4075858950614929,0.4125536695122719,0.40676771519744787,0.41534642875454847,36.48853116663848,-0.011777025385792894,-0.01144114839420958,-0.0003358769915833143,0.028582730908304824,0.45373678664672334
2011-04-13,NVDA,0.4017711063525968,0.4090968348985593,0.3967346696829046,0.4065786302089691,749588000,0.022452791287430385,0.40600628554821017,0.4128169372677803,0.40673333610863355,0.41451140032163614,41.60194526761124,-0.0110599151259001,-0.011364901740547684,0.0003049866146475847,0.028977855654860142,0.4600091975441201
2011-04-14,NVDA,0.4029156626198069,0.4239771650265586,0.4006263712530301,0.4237482249736786,1254704000,0.04222945695863256,0.4061207383871078,0.41356095522642133,0.4098269522659144,0.4153910979075449,49.94754081617593,-0.009002383401153669,-0.010892398072668882,0.0018900146715152139,0.030181298837890246,0.47911326581988195
2011-04-15,NVDA,0.4205434135273939,0.4335924019078651,0.4184830340139163,0.4283270239830017,969720000,0.010805470653257654,0.4072882890701294,0.4148086294531822,0.41319060166902116,0.41662309086711224,51.92083610051717,-0.006922505537418855,-0.010098419565618877,0.0031759140282000223,0.030005908521798717,0.47632903086739875
2011-04-18,NVDA,0.4182541616628563,0.4210013073230652,0.4074944646170473,0.4141334295272827,743584000,-0.03313728450690112,0.40852451622486113,0.4151863694190979,0.4133620249159778,0.41638598026331897,45.8822303742645,-0.006346335195776043,-0.009348002691650311,0.0030016674958742683,0.03106769157059747,0.49318431422795156
2011-04-19,NVDA,0.4143620417445053,0.4159645672331171,0.4013130888591705,0.4125306308269501,659860000,-0.0038702470895966012,0.4095317989587784,0.4158388122916222,0.41321086235433635,0.4160188041265219,45.242331643535344,-0.005950455363509466,-0.008668493226022143,0.002718037862512677,0.03078158648517461,0.4886425367987928
2011-04-20,NVDA,0.4276400754306053,0.4338211571441321,0.4182539691797071,0.4251218438148498,650516000,0.030521886247960817,0.4120729058980942,0.4167087435722351,0.4153764953471569,0.41688576028731505,51.021263544406914,-0.00456805439773017,-0.007848405460363748,0.003280351062633578,0.03117278852269718,0.49485267662079174
2011-04-21,NVDA,0.4297006062822837,0.4324477791155468,0.4230616689464427,0.4239773750305176,421300000,-0.0026920959272811462,0.41303442418575287,0.41589604765176774,0.4169402916532225,0.4175611521676201,50.49957486063296,-0.0035242157731748547,-0.0069835675229259694,0.0034593517497511148,0.02533294774644378,0.4021480782797064
2011-04-25,NVDA,0.4258086468924554,0.4377129577525316,0.425579706816287,0.430616170167923,619612000,0.015658371244285263,0.41591892540454867,0.4161020815372467,0.41942681501953166,0.418804487215268,53.47157327500777,-0.0021366409905743677,-0.006014182216455649,0.0038775412258812815,0.024605185677713123,0.3905952135947831
2011-04-26,NVDA,0.4342790366888851,0.4461833752872631,0.4299293934021382,0.4418337047100067,676000000,0.026049961239749342,0.42045173048973083,0.4160791873931885,0.4235007949632544,0.4209977460242907,58.054261588965566,-0.00013031450523026678,-0.004837408674210573,0.0047070941689803065,0.023864300152030508,0.37883402048924175
2011-04-27,NVDA,0.4441230236862798,0.4441230236862798,0.4326765379669525,0.4418337047100067,450004000,0.0,0.4248700737953186,0.41622798442840575,0.42683405128084567,0.4229821230419779,58.054261588965566,0.0014430787753695884,-0.003581311184294541,0.00502438995966413,0.023790653147764827,0.37766491054069035
2011-04-28,NVDA,0.4418337129971767,0.4555694906599,0.4367972766521338,0.4466412365436554,684000000,0.010880862601471364,0.42887633442878725,0.4174413099884987,0.4304353576922656,0.4252353719468996,60.01187578053768,0.003042855779374243,-0.0022564777915607846,0.005299333570935027,0.022106822642667494,0.35093492994185943
2011-04-29,NVDA,0.449617251617898,0.467931582611218,0.4489304587475473,0.4578587114810943,836000000,0.025115179745259564,0.4322873830795288,0.41920406073331834,0.43542142201750716,0.4283423566644419,64.20916342559782,0.00515640720738586,-0.0007739007917714557,0.005930307999157316,0.022637828626410825,0.35936438860789177
2011-05-02,NVDA,0.4674738086127497,0.4677027214010948,0.4493883883890595,0.4516776800155639,613824000,-0.0134998664665259,0.43462244868278505,0.42095536887645724,0.4383771052898811,0.43056476841216784,60.444346054802935,0.0062604873579237275,0.0006329768381675811,0.005627510519756147,0.022613259930565014,0.35897437265242055
2011-05-03,NVDA,0.4464122957478708,0.4477858543246419,0.4246639983986573,0.4301582872867584,808000000,-0.04764325022229121,0.4362249344587326,0.4223747253417969,0.4368827747438588,0.4305260559240336,49.551169315897226,0.005337516120202002,0.0015738846945744652,0.0037636314256275366,0.023847504377724243,0.3785673958378949
